Entity,Code,Day,new_vaccinations_smoothed_per_million
Afghanistan,AFG,2021-02-23,0.0035
Afghanistan,AFG,2021-02-24,0.0035
Afghanistan,AFG,2021-02-25,0.0035
Afghanistan,AFG,2021-02-26,0.0035
Afghanistan,AFG,2021-02-27,0.0035
Afghanistan,AFG,2021-02-28,0.0035
Afghanistan,AFG,2021-03-01,0.0041
Afghanistan,AFG,2021-03-02,0.0046
Afghanistan,AFG,2021-03-03,0.005200000000000001
Afghanistan,AFG,2021-03-04,0.0057
Afghanistan,AFG,2021-03-05,0.0063
Afghanistan,AFG,2021-03-06,0.0068000000000000005
Afghanistan,AFG,2021-03-07,0.0074
Afghanistan,AFG,2021-03-08,0.0074
Afghanistan,AFG,2021-03-09,0.0074
Afghanistan,AFG,2021-03-10,0.0074
Afghanistan,AFG,2021-03-11,0.0074
Afghanistan,AFG,2021-03-12,0.0074
Afghanistan,AFG,2021-03-13,0.0074
Afghanistan,AFG,2021-03-14,0.0074
Afghanistan,AFG,2021-03-15,0.0074
Afghanistan,AFG,2021-03-16,0.0074
Afghanistan,AFG,2021-03-17,0.0074
Afghanistan,AFG,2021-03-18,0.007500000000000001
Afghanistan,AFG,2021-03-19,0.007500000000000001
Afghanistan,AFG,2021-03-20,0.0076
Afghanistan,AFG,2021-03-21,0.0076
Afghanistan,AFG,2021-03-22,0.0077
Afghanistan,AFG,2021-03-23,0.0077
Afghanistan,AFG,2021-03-24,0.0077
Afghanistan,AFG,2021-03-25,0.0077
Afghanistan,AFG,2021-03-26,0.0077
Afghanistan,AFG,2021-03-27,0.0077
Afghanistan,AFG,2021-03-28,0.0077
Afghanistan,AFG,2021-03-29,0.0077
Afghanistan,AFG,2021-03-30,0.0077
Afghanistan,AFG,2021-03-31,0.0077
Afghanistan,AFG,2021-04-01,0.0077
Afghanistan,AFG,2021-04-02,0.0077
Afghanistan,AFG,2021-04-03,0.0077
Afghanistan,AFG,2021-04-04,0.0077
